Offset(P)            #Ptr   #Hnd Access Name
0x000000003e5a2ea0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5a4d10      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\credssp.dll
0x000000003e5a5340     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\efslsaext.dll
0x000000003e5a5550      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bcryptprimitives.dll
0x000000003e5a7070     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\Microsoft\Protect\S-1-5-18\User\68393351-8328-48af-acdf-5cdba9e24f53
0x000000003e5a8340      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SAM
0x000000003e5a8600      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM
0x000000003e5ab070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ubpm.dll
0x000000003e5ab3a0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM.LOG1
0x000000003e5abcd0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5abf20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scecli.dll
0x000000003e5ac280     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5ac6b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x000000003e5af070      1      1 ------ \Device\NamedPipe\lsass
0x000000003e5af8a0      2      1 ------ \Device\NamedPipe\lsass
0x000000003e5af9f0      1      1 ------ \Device\NamedPipe\lsass
0x000000003e5b8310      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umpo.dll
0x000000003e5b8a50     33      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x000000003e5be7a0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\userenv.dll
0x000000003e5bec60      1      1 ------ \Device\NamedPipe\plugplay
0x000000003e5bedb0      2      1 ------ \Device\NamedPipe\plugplay
0x000000003e5bf140      5      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\ReadyBoot\Trace3.fx
0x000000003e5bf860     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gpapi.dll
0x000000003e5c0850      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcwum.dll
0x000000003e5ca600      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2
0x000000003e5cf050      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5cf510      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\luafv.sys
0x000000003e5d2070      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003e5d3cf0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x000000003e5d6cd0      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003e5d7070     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MsCtfMonitor.dll
0x000000003e5d7c20      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1
0x000000003e5d8530      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT
0x000000003e5d9140      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003e5d9a40     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5dab50      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003e5dc450      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003e5e1a60      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e5e4070      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-298-0
0x000000003e5e4260     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wshqos.dll
0x000000003e5e49b0      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x000000003e5e4f20      2      1 ------ \Device\Afd\Endpoint
0x000000003e5e5340      1      1 ------ \Device\Afd\Endpoint
0x000000003e5e5650      1      1 ------ \Device\Afd\Endpoint
0x000000003e5e5f20      2      1 ------ \Device\Afd\Endpoint
0x000000003e5e8e20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5e9070      2      1 ------ \Device\Afd\Endpoint
0x000000003e5e96d0      2      1 ------ \Device\Afd\Endpoint
0x000000003e5e9f20      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x000000003e5ebbc0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5ebd10      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlanapi.dll
0x000000003e5ed070     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSHTCPIP.DLL
0x000000003e5eea80      2      1 ------ \Device\Afd\Endpoint
0x000000003e5f21b0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptui.dll
0x000000003e5f3a60      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcEpMap.dll
0x000000003e5f6c50      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003e5f8a50      2      1 ------ \Device\Afd\Endpoint
0x000000003e5f9790      1      1 ------ \Device\NamedPipe\epmapper
0x000000003e5f99a0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003e5f9ea0      1      1 ------ \Device\NamedPipe\epmapper
0x000000003e5fb550     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FirewallAPI.dll
0x000000003e5fbe60      2      1 ------ \Device\NamedPipe\epmapper
0x000000003e5fc840      1      1 ------ \Device\NamedPipe\LSM_API_service
0x000000003e5fc990      2      1 ------ \Device\NamedPipe\LSM_API_service
0x000000003e5fccd0      1      1 ------ \Device\NamedPipe\LSM_API_service
0x000000003e7c42c0     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl
0x000000003e7d02c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e7d92c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e7f42c0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ndproxy.sys
0x000000003e829050      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\WdiContextLog.etl.001
0x000000003e829540      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e829e20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e82c290      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasplap.dll
0x000000003e82c800     13      0 R--r-d \Device\HarddiskVolume2\Windows\Branding\Basebrd\basebrd.dll
0x000000003ea0b070      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sechost.dll
0x000000003ea0b3c0      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SOFTWARE
0x000000003ea0ba10      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\flpydisk.sys
0x000000003ea163f0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\localspl.dll
0x000000003ea17bf0      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wfp\wfpdiag.etl
0x000000003ed41b20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\CompositeBus.sys
0x000000003ed496d0     26      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000003ed53820     18      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000003ed56780      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003ed59680      4      0 RW-rwd \Device\HarddiskVolume1\$BitMap
0x000000003ed5c7e0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003ed62a50      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\raspppoe.sys
0x000000003ed64c80      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ndiswan.sys
0x000000003ed65860      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rasl2tp.sys
0x000000003ed65f20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\agilevpn.sys
0x000000003ed6a850      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003ed6aab0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed6ae20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed6cc20     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003ed6cd50      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x000000003ed6e8a0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Wldap32.dll
0x000000003ed72a50      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\raspptp.sys
0x000000003ed73cf0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed73f20      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003ed74310      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rassstp.sys
0x000000003ed76dc0      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000003ed77be0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed78df0      2      1 RW-r-- \Device\clfsTxfLog
0x000000003ed79800      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM
0x000000003ed79cc0      2      1 RW-rw- \Device\clfsKtmLog
0x000000003ed7c1e0      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003ed7db50      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM.LOG2
0x000000003ed7f2c0      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003ed7f990      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003ed816d0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE
0x000000003ed83bc0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rdpbus.sys
0x000000003ed87ba0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\urlmon.dll
0x000000003ed88280     31      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\swenum.sys
0x000000003ed88b00      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000003ed97a50      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD
0x000000003ed97b80      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SYSTEM
0x000000003ed99d10      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD.LOG
0x000000003ed9aca0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\powrprof.dll
0x000000003edb2900     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwmapi.dll
0x000000003edb4e90     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FWPUCLNT.DLL
0x000000003edda8c0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\umbus.sys
0x000000003edda9f0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ks.sys
0x000000003eddae20      2      1 RW---- \Device\HarddiskVolume2\hiberfil.sys
0x000000003eddba20      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003eddce50      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shlwapi.dll
0x000000003ede49a0      2      1 RW-rw- \Device\clfs\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ede58c0      1      1 RW-rwd \Device\clfs\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ee58a70      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\vgapnp.sys
0x000000003ee58cb0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\E1G6032E.sys
0x000000003eefbc90      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msvcrt.dll
0x000000003ef1a320      1      1 RW---- \Device\HarddiskVolume2\Users\Batou\ntuser.dat.LOG1
0x000000003ef1c980     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskhost.exe
0x000000003ef1cad0      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Desktop
0x000000003ef1cf20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdPnp.dll
0x000000003ef1dd30     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\lsm.exe.mui
0x000000003ef22db0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ef41d00      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl
0x000000003ef42620      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imm32.dll
0x000000003ef42af0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msctf.dll
0x000000003ef42e60     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ws2_32.dll
0x000000003ef45310      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\clbcatq.dll
0x000000003ef45920      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl
0x000000003ef45d60     29      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef49700     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\user32.dll
0x000000003ef49900      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\setupapi.dll
0x000000003ef49bb0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\normaliz.dll
0x000000003ef4a070     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\bcrypt.dll
0x000000003ef4a4b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef4a820     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imagehlp.dll
0x000000003ef4ab50     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tquery.dll
0x000000003ef4b490      4      0 RW-rwd \Device\HarddiskVolume1\$MftMirr
0x000000003ef4c7c0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lpk.dll
0x000000003ef4df20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iertutil.dll
0x000000003ef52910     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\difxapi.dll
0x000000003ef54070      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shell32.dll
0x000000003ef55430     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\comdlg32.dll
0x000000003ef55670     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0x000000003ef55ba0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usp10.dll
0x000000003ef57050      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x000000003ef571c0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gdi32.dll
0x000000003ef598b0     17      1 RW-rw- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000003ef5a400     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ole32.dll
0x000000003ef5a900     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleaut32.dll
0x000000003ef5ac70      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\kernel32.dll
0x000000003ef5bb50      3      1 RW--w- \Device\HarddiskVolume2\pagefile.sys
0x000000003ef5bf20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\psapi.dll
0x000000003ef5c8d0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef60b90     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\apphelp.dll
0x000000003ef60f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\dwmapi.dll
0x000000003ef61710     17      1 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\en-US\urlmon.dll.mui
0x000000003ef61a80     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\SensApi.dll
0x000000003ef61bd0     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\version.dll
0x000000003ef61d20      1      1 R--rw- \Device\HarddiskVolume2\Users\Batou\Desktop
0x000000003ef628e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rasman.dll
0x000000003ef62b80      2      0 -W---- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\XVNT15V3\ErrorPageTemplate[1]
0x000000003ef62cd0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003ef62e20     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rtutils.dll
0x000000003ef63b00      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cfgmgr32.dll
0x000000003ef83f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ssdpapi.dll
0x000000003efb3070      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netutils.dll
0x000000003efb35d0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0x000000003efb3d10     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Inventory.evtx
0x000000003efb4290      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ndistapi.sys
0x000000003efb79d0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\i8042prt.sys
0x000000003efc2e10     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\CmBatt.sys
0x000000003efc54f0     13      0 RW-rwd \Device\HarddiskVolume1\$LogFile
0x000000003efc5f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\amdppm.sys
0x000000003f001300      1      1 ------ \Device\Mailslot\ProtectedPrefix\NetWorkService
0x000000003f001450      1      1 ------ \Device\NamedPipe\ProtectedPrefix\NetWorkService
0x000000003f0015a0      1      1 ------ \Device\Mailslot\ProtectedPrefix\LocalService
0x000000003f0016f0      1      1 ------ \Device\NamedPipe\ProtectedPrefix\LocalService
0x000000003f001840      1      1 ------ \Device\Mailslot\ProtectedPrefix\Administrators
0x000000003f001990      1      1 ------ \Device\NamedPipe\ProtectedPrefix\Administrators
0x000000003f001ae0      1      1 ------ \Device\Mailslot\ProtectedPrefix
0x000000003f005940      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\autochk.exe
0x000000003f0096e0     24      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mouclass.sys
0x000000003f00b440      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\parport.sys
0x000000003f011d10      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM.LOG1
0x000000003f013620      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\serenum.sys
0x000000003f013dd0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\fdc.sys
0x000000003f330720      2      1 ------ \Device\Afd\Endpoint
0x000000003f330870      2      1 ------ \Device\Afd\Endpoint
0x000000003f3309c0      2      1 ------ \Device\Afd\Endpoint
0x000000003f338aa0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\coure.fon
0x000000003f338d20     18      0 RW-rwd \Device\HarddiskVolume2\$LogFile
0x000000003f33a590      3      0 RW-rwd \Device\HarddiskVolume2\$MftMirr
0x000000003f33aec0      2      1 RW-r-- \Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000003f3446d0     24      0 RW-rwd \Device\HarddiskVolume2\$Mft
0x000000003f3487f0     33      0 RW-rwd \Device\HarddiskVolume2\$BitMap
0x000000003f34aa20     33      0 RW-rwd \Device\HarddiskVolume2\$Mft
0x000000003f34e700     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f350c10      2      1 RW-r-- \Device\HarddiskVolume2\Users\Batou\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003f356440      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f35cab0     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\dumpfve.sys
0x000000003f35cbe0     31      0 R--r-- \Device\HarddiskVolume2\Windows\System32\ntdll.dll
0x000000003f35eae0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\vgaoem.fon
0x000000003f35ece0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wininet.dll
0x000000003f364350      2      1 RW-r-- \Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000003f3664a0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f366670      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Maintenance\WinSAT
0x000000003f368520      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f36a350      2      1 RW-r-- \Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x000000003f36a700     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f36a9b0     13      0 R--r-- \Device\HarddiskVolume2\Windows\SysWOW64\ntdll.dll
0x000000003f36cb00      2      1 RW-r-- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat{431beefa-b571-11e8-9535-000c29b71f00}.TMContainer00000000000000000001.regtrans-ms
0x000000003f36e380      2      1 RW-rw- \Device\clfsKtmLog
0x000000003f36ea20     11      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f36ebc0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nsi.dll
0x000000003f372370      2      1 RW-r-- \Device\clfsTxfLog
0x000000003f372550     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\lsi_sas.sys
0x000000003f376790      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f378900      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f37c6b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcrt4.dll
0x000000003f37ca80      1      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f37cbb0     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\crashdmp.sys
0x000000003f37e730     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\Diskdump.sys
0x000000003f37ef20     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f382f20      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f3842e0      6      0 R--r-- \Device\HarddiskVolume2\Windows\System32\CodeIntegrity\bootcat.cache
0x000000003f386aa0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\advapi32.dll
0x000000003f386f20      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\cdrom.sys
0x000000003f38aac0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\vga.sys
0x000000003f38c4e0      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f38e2b0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\null.sys
0x000000003f38e6b0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\notepad.exe.mui
0x000000003f3922c0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\beep.sys
0x000000003f3942e0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\watchdog.sys
0x000000003f394af0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\videoprt.sys
0x000000003f396c20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\RDPCDD.sys
0x000000003f39af20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\RDPENCDD.sys
0x000000003f39c370      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\msfs.sys
0x000000003f39c600      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\RDPREFMP.sys
0x000000003f39ee10      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tdi.sys
0x000000003f3a23a0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\npfs.sys
0x000000003f3a6320      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tdx.sys
0x000000003f3ae580      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\afd.sys
0x000000003f3b0590      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\wfplwf.sys
0x000000003f3b68c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\netbt.sys
0x000000003f3bcad0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\pacer.sys
0x000000003f3c0760      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\netbios.sys
0x000000003f3c4690      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\nsiproxy.sys
0x000000003f3c4c50     22      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\termdd.sys
0x000000003f3c4d80      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\serial.sys
0x000000003f3c6ef0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\wanarp.sys
0x000000003f3ccaa0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\msctf.dll.mui
0x000000003f3d2890     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rdbss.sys
0x000000003f3d4330      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\csc.sys
